Date,Sales,TimeIndex,PredictedSales
2010-08-04,17555.5,198,31015.923763897146
2010-08-05,23145.06,199,31068.305584491893
2010-08-06,14728.15,200,31120.68740508664
2010-08-08,13950.71,201,31173.069225681385
2010-08-09,31336.59,202,31225.451046276132
2010-08-10,28209.74,203,31277.83286687088
2010-08-11,18629.86,204,31330.214687465625
2010-08-12,26031.28,205,31382.59650806037
2010-08-13,15150.14,206,31434.978328655117
2010-08-15,20484.46,207,31487.360149249864
2010-08-16,14270.74,208,31539.74196984461
2010-08-17,28802.52,209,31592.123790439357
2010-08-18,35122.520000000004,210,31644.505611034107
2010-08-19,30663.35,211,31696.887431628853
2010-08-20,23250.77,212,31749.2692522236
2010-08-22,22677.01,213,31801.651072818346
2010-08-23,20655.35,214,31854.032893413092
2010-08-24,26577.16,215,31906.41471400784
2010-08-25,30466.760000000002,216,31958.796534602585
2010-08-26,31964.34,217,32011.178355197335
2010-08-27,12166.64,218,32063.56017579208
2010-08-29,14449.3,219,32115.941996386828
2010-08-31,22811.75,220,32168.323816981574
2010-09-01,20351.36,221,32220.70563757632
2010-09-02,33430.57,222,32273.087458171067
2010-09-03,34739.16,223,32325.469278765813
2010-09-05,12286.710000000001,224,32377.85109936056
2010-09-06,23717.79,225,32430.232919955306
2010-09-07,24397.45,226,32482.614740550052
2010-09-08,16175.220000000001,227,32534.9965611448
2010-09-09,23526.38,228,32587.378381739545
2010-09-10,15988.35,229,32639.76020233429
2010-09-12,15528.75,230,32692.142022929038
2010-09-13,32892.16,231,32744.523843523784
2010-09-14,19705.02,232,32796.90566411853
2010-09-15,33812.4,233,32849.28748471328
2010-09-16,27099.271,234,32901.66930530802
2010-09-17,19486.54,235,32954.05112590277
2010-09-19,22783.53,236,33006.432946497516
2010-09-20,38563.96,237,33058.81476709226
2010-09-21,54698.89,238,33111.19658768701
2010-09-22,27208.8,239,33163.578408281755
2010-09-23,34305.1,240,33215.9602288765
2010-09-24,47106.39,241,33268.34204947125
2010-09-26,21703.9,242,33320.723870065995
2010-09-27,115172.24,243,33373.10569066074
2010-09-28,40015.41,244,33425.48751125549
2010-09-29,36740.03,245,33477.869331850234
2010-09-30,37578.57,246,33530.25115244499
2010-10-01,34550.89,247,33582.632973039734
2010-10-03,38335.52,248,33635.01479363448
2010-10-04,34956.56,249,33687.39661422923
2010-10-05,55108.91,250,33739.77843482397
2010-10-06,30355.010000000002,251,33792.16025541872
2010-10-07,47610.92,252,33844.542076013466
2010-10-08,51836.73,253,33896.92389660821
2010-10-10,23139.31,254,33949.30571720296
2010-10-11,39962.9,255,34001.687537797705
2010-10-12,46566.35,256,34054.06935839245
2010-10-13,51564.7,257,34106.4511789872
2010-10-14,86945.13,258,34158.832999581944
2010-10-15,42398.82,259,34211.21482017669
2010-10-17,31176.14,260,34263.59664077144
2010-10-18,36591.44,261,34315.97846136618
2010-10-19,46577.64,262,34368.36028196093
2010-10-20,43387.26,263,34420.742102555676
2010-10-21,32847.8,264,34473.12392315042
2010-10-22,32843.94,265,34525.50574374517
2010-10-24,28634.59,266,34577.887564339915
2010-10-25,27945.06,267,34630.26938493467
2010-10-26,42545.95,268,34682.651205529415
2010-10-27,30480.55,269,34735.03302612416
2010-10-28,30701.3,270,34787.41484671891
2010-10-29,36100.95,271,34839.796667313654
2010-10-31,29947.64,272,34892.1784879084
2010-11-01,20730.24,273,34944.56030850315
2010-11-02,42866.91,274,34996.94212909789
2010-11-03,42870.87,275,35049.32394969264
2010-11-04,83876.12,276,35101.705770287386
2010-11-05,40907.93,277,35154.08759088213
2010-11-07,31345.79,278,35206.46941147688
2010-11-08,32303.991,279,35258.851232071625
2010-11-09,53013.21,280,35311.23305266637
2010-11-10,73575.93000000001,281,35363.61487326112
2010-11-11,59712.61,282,35415.996693855865
2010-11-12,36167.25,283,35468.37851445061
2010-11-14,27934.71,284,35520.76033504536
2010-11-15,42964.04,285,35573.142155640104
2010-11-16,63788.840000000004,286,35625.52397623485
2010-11-17,45726.741,287,35677.9057968296
2010-11-18,37074.97,288,35730.28761742434
2010-11-19,39999.42,289,35782.66943801909
2010-11-21,32056.05,290,35835.051258613836
2010-11-22,31724.88,291,35887.43307920858
2010-11-23,49805.35,292,35939.81489980333
2010-11-24,41138.6,293,35992.196720398075
2010-11-25,67870.96,294,36044.57854099282
2010-11-26,28828.04,295,36096.96036158757
2010-11-28,27125.16,296,36149.342182182314
2010-11-29,63245.18,297,36201.72400277706
2010-11-30,49806.23,298,36254.10582337181
2010-12-01,46192.49,299,36306.48764396655
2010-12-02,47197.57,300,36358.8694645613
2010-12-03,23876.63,301,36411.251285156046
2010-12-05,31361.28,302,36463.63310575079
2010-12-06,31009.33,303,36516.014926345546
2010-12-07,53730.96,304,36568.39674694029
2010-12-08,39094.2,305,36620.77856753504
2010-12-09,38193.91,306,36673.160388129785
