Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
12425.0,83,1,964.21,2,1,3,213
12426.0,297,1,762.48,1,1,3,113
12427.0,6,1,303.5,4,1,1,411
12429.0,0,5,3735.51,4,3,4,434
12431.0,8,13,4370.52,4,4,4,444
12433.0,1,5,7205.39,4,3,4,434
12434.0,16,1,297.29,4,1,1,411
12435.0,31,4,6096.04,3,3,4,334
12437.0,30,21,7731.99,3,4,4,344
12439.0,317,2,1142.88,1,2,3,123
12440.0,97,2,859.2,2,2,3,223
12441.0,1,1,173.55,4,1,1,411
12443.0,367,1,485.31,1,1,2,112
12445.0,55,1,301.58000000000004,2,1,1,211
12449.0,45,2,768.6,3,2,3,323
12450.0,34,3,490.32,3,3,2,332
12451.0,98,3,3634.36,2,3,4,234
12454.0,30,4,13151.44,3,3,4,334
12455.0,80,4,3413.09,2,3,4,234
12457.0,70,1,632.6800000000001,2,1,2,212
12458.0,62,2,830.09,2,2,3,223
12459.0,240,1,454.36,1,1,2,112
12460.0,91,1,326.65,2,1,2,212
12466.0,317,1,56.73,1,1,1,111
12467.0,58,1,132.8,2,1,1,211
12468.0,161,3,2941.2,1,3,4,134
12469.0,157,2,3070.54,1,2,4,124
12470.0,324,1,211.95,1,1,1,111
12471.0,9,49,20129.54,4,4,4,444
12472.0,4,13,11308.48,4,4,4,444
12474.0,13,13,5048.66,4,4,4,444
12475.0,44,1,426.26,3,1,2,312
12476.0,31,12,7267.49,3,4,4,344
12477.0,34,3,7056.63,3,3,4,334
12480.0,34,3,2183.2200000000003,3,3,4,334
12481.0,0,6,6765.07,4,4,4,444
12482.0,211,29,23691.4,1,4,4,144
12483.0,13,11,2612.2000000000003,4,4,4,444
12484.0,118,6,1826.78,2,4,4,244
12485.0,164,1,708.1,1,1,3,113
12486.0,66,1,1037.28,2,1,3,213
12487.0,365,1,285.3,1,1,1,111
12490.0,13,11,4405.71,4,4,4,444
12492.0,38,1,452.0,3,1,2,312
12494.0,0,3,626.77,4,3,2,432
12495.0,275,1,357.4,1,1,2,112
12496.0,255,2,45.34,1,2,1,121
12497.0,35,2,5205.400000000001,3,2,4,324
12499.0,195,1,393.72,1,1,2,112
12500.0,70,8,1697.39,2,4,3,243
12503.0,219,1,1126.0,1,1,3,113
12504.0,52,2,297.0,3,2,1,321
12505.0,43,1,955.2,3,1,3,313
12507.0,219,1,539.25,1,1,2,112
12510.0,94,7,4195.45,2,4,4,244
12511.0,63,1,3084.02,2,1,4,214
12514.0,276,1,580.08,1,1,2,112
12516.0,65,2,1336.56,2,2,3,223
12519.0,111,1,385.70000000000005,2,1,2,212
12523.0,9,12,2562.58,4,4,4,444
12524.0,23,9,6640.39,3,4,4,344
12525.0,133,3,973.73,2,3,3,233
12527.0,129,2,386.8,2,2,2,222
12529.0,163,1,316.48,1,1,2,112
12530.0,50,5,2096.98,3,3,4,334
12531.0,321,1,1807.98,1,1,4,114
12533.0,262,2,1367.89,1,2,3,123
12537.0,43,1,732.94,3,1,3,313
12538.0,13,1,276.5,4,1,1,411
12539.0,85,3,5646.400000000001,2,3,4,234
12540.0,13,16,8854.25,4,4,4,444
12542.0,119,2,481.88,2,2,2,222
12543.0,83,1,980.25,2,1,3,213
12547.0,135,1,175.78,2,1,1,211
12549.0,210,6,1575.68,1,4,3,143
12553.0,20,2,916.47,3,2,3,323
12554.0,83,1,468.5,2,1,2,212
12555.0,317,1,129.23,1,1,1,111
12557.0,6,4,6725.18,4,3,4,434
12562.0,20,2,1185.18,3,2,3,323
12563.0,43,1,249.24,3,1,1,311
12567.0,2,7,4308.58,4,4,4,444
12568.0,279,1,70.0,1,1,1,111
12570.0,317,1,77.52,1,1,1,111
12573.0,16,4,556.87,4,3,2,432
12575.0,92,2,622.82,2,2,2,222
12576.0,27,3,826.89,3,3,3,333
12577.0,16,5,990.5,4,3,3,433
12578.0,20,2,1847.94,3,2,4,324
12580.0,211,1,637.2,1,1,2,112
12582.0,57,2,1469.04,2,2,3,223
12583.0,8,13,7166.06,4,4,4,444
12586.0,9,3,1865.73,4,3,4,434
12588.0,34,3,743.88,3,3,3,333
12589.0,56,6,4048.98,2,4,4,244
12591.0,25,2,886.1,3,2,3,323
12592.0,154,3,2145.06,1,3,4,134
12594.0,13,5,1751.89,4,3,4,434
12595.0,139,1,299.02,1,1,1,111
12598.0,98,3,1511.01,2,3,3,233
12599.0,16,6,1264.14,4,4,3,443
12600.0,6,12,2444.88,4,4,4,444
12601.0,39,1,104.2,3,1,1,311
12605.0,11,4,1232.95,4,3,3,433
12606.0,317,1,21.0,1,1,1,111
12608.0,39,1,415.79,3,1,2,312
12609.0,9,6,2309.01,4,4,4,444
12613.0,23,5,3472.9900000000002,3,3,4,334
12615.0,48,4,3449.79,3,3,4,334
12616.0,23,1,417.8,3,1,2,312
12619.0,195,1,140.14,1,1,1,111
12621.0,0,16,11086.14,4,4,4,444
12623.0,51,6,3442.7400000000002,3,4,4,344
12625.0,144,2,2481.06,1,2,4,124
12629.0,20,2,1558.22,3,2,3,323
12631.0,91,5,2841.07,2,3,4,234
12632.0,155,2,804.88,1,2,3,123
12633.0,17,3,3514.18,4,3,4,434
12634.0,170,2,490.0,1,2,2,122
12635.0,27,2,1241.23,3,2,3,323
12636.0,373,1,141.0,1,1,1,111
12637.0,13,4,2280.91,4,3,4,434
12638.0,274,1,249.8,1,1,1,111
12639.0,69,2,826.27,2,2,3,223
12643.0,20,6,4960.18,3,4,4,344
12644.0,65,3,1440.58,2,3,3,233
12645.0,44,4,1764.12,3,3,4,334
12647.0,2,27,14201.53,4,4,4,444
12648.0,72,3,793.95,2,3,3,233
12649.0,17,5,1671.14,4,3,3,433
12651.0,13,3,263.75,4,3,1,431
12652.0,69,1,97.05000000000001,2,1,1,211
12653.0,161,1,1950.98,1,1,4,114
12655.0,58,1,261.35,2,1,1,211
12656.0,60,3,2356.66,2,3,4,234
12661.0,71,1,162.0,2,1,1,211
12662.0,8,10,3138.2400000000002,4,4,4,444
12663.0,259,2,239.4,1,2,1,121
12664.0,149,2,1188.16,1,2,3,123
12665.0,52,2,250.6,3,2,1,321
12666.0,29,1,1248.42,3,1,3,313
12668.0,13,6,7575.88,4,4,4,444
12670.0,20,2,764.24,3,2,3,323
12671.0,241,1,2622.481,1,1,4,114
12672.0,230,1,211.15,1,1,1,111
12673.0,36,1,619.5,3,1,2,312
12675.0,188,2,957.25,1,2,3,123
12676.0,43,5,1511.7,3,3,3,333
12677.0,190,2,395.1,1,2,2,122
12678.0,10,9,16652.72,4,4,4,444
12681.0,2,24,17080.74,4,4,4,444
12682.0,0,23,11745.69,4,4,4,444
12683.0,0,8,4220.21,4,4,4,444
12686.0,6,1,89.14,4,1,1,411
12687.0,115,2,2138.91,2,2,4,224
12691.0,55,1,134.6,2,1,1,211
12692.0,272,1,110.95,1,1,1,111
12693.0,31,3,847.11,3,3,3,333
12694.0,56,1,973.68,2,1,3,213
12695.0,163,3,825.02,1,3,3,133
12696.0,69,2,851.91,2,2,3,223
12698.0,225,1,339.75,1,1,2,112
12699.0,52,1,638.11,3,1,2,312
12701.0,164,4,1648.7,1,3,3,133
12703.0,268,3,722.98,1,3,3,133
12705.0,18,5,4893.81,3,3,4,334
12708.0,3,9,2601.19,4,4,4,444
12709.0,1,20,21107.94,4,4,4,444
12711.0,246,2,1339.05,1,2,3,123
12712.0,0,10,2797.53,4,4,4,444
12714.0,23,7,9384.85,3,4,4,344
12717.0,225,1,277.93,1,1,1,111
12720.0,4,6,2478.94,4,4,4,444
12721.0,20,2,1356.95,3,2,3,323
12724.0,18,3,1286.11,3,3,3,333
12725.0,6,4,2266.76,4,3,4,434
12726.0,22,4,1405.5,3,3,3,333
12727.0,77,3,1698.8300000000002,2,3,3,233
12728.0,18,1,233.84,3,1,1,311
12730.0,156,1,829.25,1,1,3,113
12731.0,77,5,6879.8,2,3,4,234
12733.0,24,3,2040.92,3,3,4,334
12734.0,9,2,529.25,4,2,2,422
12737.0,133,2,3710.5,2,2,4,224
12738.0,7,1,155.35,4,1,1,411
12739.0,20,2,1713.69,3,2,3,323
12741.0,164,2,406.07,1,2,2,122
12742.0,260,1,1201.52,1,1,3,113
12744.0,94,4,4037.77,2,3,4,234
12745.0,121,3,925.41,2,3,3,233
12746.0,175,1,254.55,1,1,1,111
12747.0,4,16,5061.03,4,4,4,444
12748.0,0,144,22457.9,4,4,4,444
12749.0,34,4,2806.48,3,3,4,334
12751.0,79,1,268.27,2,1,1,211
12755.0,0,10,5218.71,4,4,4,444
12758.0,94,5,7111.650000000001,2,3,4,234
12759.0,21,5,3489.3,3,3,4,334
12760.0,90,1,347.8,2,1,2,212
12761.0,92,2,782.95,2,2,3,223
12763.0,4,1,320.08,4,1,2,412
12765.0,107,6,1404.58,2,4,3,243
12766.0,1,3,3078.65,4,3,4,434
12767.0,10,1,949.82,4,1,3,413
12768.0,85,1,168.69,2,1,1,211
12770.0,91,1,1895.0,2,1,4,214
12771.0,120,1,282.3,2,1,1,211
12773.0,199,1,124.25,1,1,1,111
12774.0,170,1,98.7,1,1,1,111
12775.0,23,2,300.08000000000004,3,2,1,321
12776.0,302,1,55.5,1,1,1,111
12777.0,92,1,519.45,2,1,2,212
12778.0,31,3,953.4499999999999,3,3,3,333
12779.0,6,7,2740.91,4,4,4,444
12780.0,233,1,337.4,1,1,2,112
12782.0,9,6,2287.32,4,4,4,444
12784.0,164,1,1230.33,1,1,3,113
12785.0,170,2,788.45,1,2,3,123
12786.0,244,1,728.5000000000001,1,1,3,113
12787.0,48,1,398.52,3,1,2,312
12788.0,98,4,444.90000000000003,2,3,2,232
12789.0,147,2,181.5,1,2,1,121
12790.0,45,1,266.93,3,1,1,311
12791.0,8,6,863.51,4,4,3,443
12792.0,169,1,426.47,1,1,2,112
12793.0,6,2,471.85,4,2,2,422
12796.0,263,1,381.0,1,1,2,112
12797.0,0,2,552.08,4,2,2,422
12798.0,56,1,1533.89,2,1,3,213
12799.0,164,1,219.35,1,1,1,111
12800.0,105,3,584.25,2,3,2,232
12801.0,135,1,1071.82,2,1,3,213
12802.0,77,6,1988.84,2,4,4,244
12803.0,28,1,1092.81,3,1,3,313
12804.0,100,2,325.37,2,2,2,222
12805.0,16,4,1434.95,4,3,3,433
12806.0,70,4,2878.96,2,3,4,234
12807.0,18,1,330.35,3,1,2,312
12808.0,3,3,422.45,4,3,2,432
12809.0,200,2,1266.63,1,2,3,123
12810.0,169,2,534.99,1,2,2,122
12811.0,13,2,519.0500000000001,4,2,2,422
12813.0,136,3,1687.8,1,3,3,133
12817.0,34,2,524.94,3,2,2,322
12819.0,93,1,540.52,2,1,2,212
12820.0,32,7,1747.18,3,4,4,344
12821.0,246,1,128.08,1,1,1,111
12823.0,29,13,4742.0,3,4,4,344
12825.0,156,2,518.63,1,2,2,122
12826.0,0,6,1481.03,4,4,3,443
12829.0,185,1,92.3,1,1,1,111
12831.0,98,2,236.06,2,2,1,221
12835.0,62,41,5996.83,2,4,4,244
12836.0,24,11,3949.37,3,4,4,344
12837.0,204,1,528.5600000000001,1,1,2,112
12838.0,8,9,2694.75,4,4,4,444
12839.0,2,13,4480.31,4,4,4,444
12840.0,72,3,1315.2,2,3,3,233
12841.0,4,17,3472.61,4,4,4,444
12842.0,39,2,799.0,3,2,3,323
12843.0,17,22,4881.1,4,4,4,444
12844.0,77,2,322.64,2,2,2,222
12846.0,317,1,15.58,1,1,1,111
12847.0,22,1,765.36,3,1,3,313
12848.0,310,1,208.0,1,1,1,111
12849.0,16,4,2032.18,4,3,4,434
12850.0,80,1,330.0,2,1,2,212
12851.0,112,1,148.95,2,1,1,211
12853.0,62,5,1950.4,2,3,4,234
12854.0,196,4,1654.72,1,3,3,133
12855.0,7,4,612.84,4,3,2,432
12857.0,71,4,2581.6,2,3,4,234
12858.0,18,1,147.27,3,1,1,311
12859.0,93,1,575.1,2,1,2,212
12860.0,328,1,54.22,1,1,1,111
12861.0,254,1,68.25,1,1,1,111
12862.0,60,2,984.62,2,2,3,223
12863.0,14,5,2271.35,4,3,4,434
12864.0,143,1,152.45,1,1,1,111
12865.0,13,2,1755.24,4,2,4,424
12866.0,109,2,668.23,2,2,2,222
12867.0,32,6,3819.92,3,4,4,344
12868.0,8,3,640.0,4,3,2,432
12869.0,316,1,337.66999999999996,1,1,2,112
12870.0,10,3,1676.95,4,3,3,433
12871.0,74,1,363.38,2,1,2,212
12872.0,0,11,3062.52,4,4,4,444
12873.0,32,2,1653.3,3,2,3,323
12874.0,20,2,948.42,3,2,3,323
12875.0,106,3,1013.7600000000001,2,3,3,233
12876.0,29,2,1863.77,3,2,4,324
12877.0,36,8,1406.3700000000001,3,4,3,343
12880.0,16,2,640.13,4,2,2,422
12887.0,18,1,222.4,3,1,1,311
12889.0,16,4,385.46000000000004,4,3,2,432
12890.0,22,1,329.3,3,1,2,312
12891.0,93,8,509.5,2,4,2,242
12892.0,31,1,263.38,3,1,1,311
12894.0,210,1,157.35,1,1,1,111
12897.0,16,2,297.75,4,2,1,421
12898.0,98,2,296.21,2,2,1,221
12899.0,48,1,366.4,3,1,2,312
12900.0,57,1,340.33000000000004,2,1,2,212
12903.0,63,1,833.5300000000001,2,1,3,213
12905.0,211,2,1018.42,1,2,3,123
12907.0,30,2,508.91,3,2,2,322
12908.0,15,3,1026.0,4,3,3,433
12909.0,59,3,924.52,2,3,3,233
12910.0,14,5,2721.48,4,3,4,434
12911.0,186,1,1651.72,1,1,3,113
12913.0,3,9,4217.23,4,4,4,444
12914.0,35,1,223.98,3,1,1,311
12915.0,7,3,811.1,4,3,3,433
12916.0,77,3,1534.78,2,3,3,233
12917.0,35,5,3765.2,3,3,4,334
12918.0,261,1,10953.5,1,1,4,114
12920.0,206,3,323.86,1,3,2,132
12921.0,1,39,19333.95,4,4,4,444
12923.0,25,2,597.6,3,2,2,322
12924.0,28,8,1535.7,3,4,3,343
12925.0,227,1,35.28,1,1,1,111
12926.0,46,4,1523.97,3,3,3,333
12927.0,29,1,197.31,3,1,1,311
12928.0,13,7,2242.19,4,4,4,444
12931.0,15,42,50291.38,4,4,4,444
12932.0,174,8,1698.56,1,4,3,143
12933.0,15,5,1029.1,4,3,3,433
12934.0,371,1,181.65,1,1,1,111
12935.0,10,8,2083.16,4,4,4,444
12937.0,98,5,1593.34,2,3,3,233
12939.0,14,12,13683.0,4,4,4,444
12941.0,359,1,377.49,1,1,2,112
12942.0,0,1,258.75,4,1,1,411
12943.0,193,2,496.5,1,2,2,122
12945.0,291,1,437.16,1,1,2,112
12946.0,71,1,324.45,2,1,2,212
12947.0,8,1,304.04,4,1,1,411
12948.0,365,2,252.48,1,2,1,121
12949.0,17,14,11359.48,4,4,4,444
12951.0,21,9,2149.65,3,4,4,344
12953.0,157,1,498.96,1,1,2,112
12954.0,273,1,162.45,1,1,1,111
12956.0,319,3,413.82,1,3,2,132
12957.0,176,5,4689.43,1,3,4,134
12958.0,35,2,467.34,3,2,2,322
12959.0,119,1,150.95,2,1,1,211
12960.0,48,4,1322.0700000000002,3,3,3,333
12961.0,14,1,211.99,4,1,1,411
12963.0,0,5,1744.96,4,3,4,434
12964.0,72,1,132.24,2,1,1,211
12967.0,6,2,2646.02,4,2,4,424
12969.0,237,1,122.45,1,1,1,111
12970.0,15,6,1048.13,4,4,3,443
12971.0,1,33,4782.88,4,4,4,444
12972.0,48,4,1161.2,3,3,3,333
12973.0,48,1,385.55,3,1,2,312
12974.0,200,1,264.15,1,1,1,111
12975.0,71,6,2100.09,2,4,4,244
12976.0,13,7,2417.78,4,4,4,444
12977.0,136,3,474.64,1,3,2,132
12978.0,20,5,2502.82,3,3,4,334
12979.0,364,1,517.7,1,1,2,112
12980.0,21,12,8870.880000000001,3,4,4,344
12982.0,29,7,2354.27,3,4,4,344
12983.0,233,1,490.08,1,1,2,112
12986.0,63,10,2729.84,2,4,4,244
12987.0,55,3,753.51,2,3,3,233
12989.0,59,18,6627.64,2,4,4,244
12990.0,52,4,546.0,3,3,2,332
12991.0,24,1,261.06,3,1,1,311
12992.0,360,1,93.35,1,1,1,111
12993.0,80,4,844.87,2,3,3,233
12996.0,10,1,355.5,4,1,2,412
12997.0,29,4,884.02,3,3,3,333
12998.0,127,3,920.08,2,3,3,233
13000.0,360,1,497.65,1,1,2,112
13001.0,39,20,14256.68,3,4,4,344
13002.0,51,2,293.18,3,2,1,321
13004.0,21,18,5994.94,3,4,4,344
13005.0,66,2,485.98,2,2,2,222
13007.0,214,1,175.25,1,1,1,111
13008.0,32,2,382.66,3,2,2,322
13009.0,307,1,234.0,1,1,1,111
13010.0,9,2,330.12,4,2,2,422
13011.0,7,1,50.550000000000004,4,1,1,411
13012.0,64,3,1310.99,2,3,3,233
13013.0,6,18,7814.83,4,4,4,444
13014.0,67,1,1914.8,2,1,4,214
13015.0,73,6,3240.14,2,4,4,244
13018.0,48,7,2485.46,3,4,4,344
13019.0,14,6,1229.95,4,4,3,443
13020.0,197,2,618.96,1,2,2,122
13021.0,9,8,2270.86,4,4,4,444
13022.0,64,1,65.3,2,1,1,211
13023.0,163,1,759.13,1,1,3,113
13024.0,105,2,555.87,2,2,2,222
13025.0,366,1,323.39,1,1,2,112
13026.0,123,4,757.72,2,3,3,233
13027.0,20,13,10327.2,3,4,4,344
13029.0,9,2,679.8,4,2,2,422
13030.0,3,1,402.36,4,1,2,412
13031.0,42,5,3292.84,3,3,4,334
13032.0,27,7,1805.78,3,4,4,344
13033.0,64,1,30.0,2,1,1,211
13034.0,4,2,279.91,4,2,1,421
13035.0,66,1,442.32,2,1,2,212
13036.0,319,1,307.1,1,1,1,111
13037.0,34,9,3033.88,3,4,4,344
13039.0,219,4,1010.73,1,3,3,133
13041.0,85,4,799.13,2,3,3,233
13042.0,233,3,1488.59,1,3,3,133
13044.0,127,10,4287.58,2,4,4,244
13045.0,36,2,503.64,3,2,2,322
13046.0,91,1,319.94,2,1,2,212
13047.0,8,17,5557.62,4,4,4,444
13048.0,71,5,2229.7200000000003,2,3,4,234
13049.0,24,2,751.5600000000001,3,2,3,323
13050.0,1,19,6477.67,4,4,4,444
13051.0,213,2,155.8,1,2,1,121
13052.0,55,6,2771.18,2,4,4,244
13053.0,256,1,127.65,1,1,1,111
13055.0,64,1,1106.7,2,1,3,213
13056.0,186,1,209.48,1,1,1,111
13057.0,165,3,709.59,1,3,3,133
13059.0,48,9,2108.37,3,4,4,344
13063.0,115,1,188.4,2,1,1,211
13064.0,185,2,561.25,1,2,2,122
13065.0,8,5,1055.05,4,3,3,433
13067.0,44,2,393.05,3,2,2,322
13069.0,4,16,5185.51,4,4,4,444
13070.0,94,3,522.9,2,3,2,232
13071.0,247,1,129.22,1,1,1,111
13073.0,46,2,418.08,3,2,2,322
13074.0,146,4,1378.74,1,3,3,133
13076.0,92,1,135.4,2,1,1,211
13077.0,1,8,2326.35,4,4,4,444
13078.0,1,32,16904.51,4,4,4,444
13079.0,52,1,199.08,3,1,1,311
13080.0,36,3,222.65,3,3,1,331
13081.0,6,19,30867.77,4,4,4,444
13082.0,59,12,3722.12,2,4,4,244
13083.0,60,1,91.67999999999999,2,1,1,211
13084.0,126,1,122.39999999999999,2,1,1,211
13085.0,314,6,2017.2,1,4,4,144
13086.0,17,1,439.33000000000004,4,1,2,412
13087.0,361,1,313.64,1,1,2,112
13088.0,52,1,236.11,3,1,1,311
13089.0,3,109,57885.45,4,4,4,444
13090.0,0,13,5189.32,4,4,4,444
13091.0,364,2,1976.0,1,2,4,124
13092.0,49,7,1662.45,3,4,3,343
13093.0,8,48,47111.18,4,4,4,444
13094.0,3,2,505.80000000000007,4,2,2,422
13096.0,29,1,419.7000000000001,3,1,2,312
13097.0,23,18,7320.88,3,4,4,344
13101.0,133,3,594.21,2,3,2,232
13102.0,0,14,5272.83,4,4,4,444
13103.0,72,2,465.70000000000005,2,2,2,222
13104.0,50,3,610.62,3,3,2,332
13105.0,71,1,72.0,2,1,1,211
13106.0,48,1,526.96,3,1,2,312
13107.0,48,5,3721.45,3,3,4,334
13108.0,7,2,748.46,4,2,3,423
13109.0,186,1,347.49,1,1,2,112
13110.0,72,5,1468.8,2,3,3,233
13111.0,353,1,321.88000000000005,1,1,2,112
13112.0,176,1,20.599999999999998,1,1,1,111
13113.0,1,14,6357.08,4,4,4,444
13114.0,365,1,234.38,1,1,1,111
13115.0,14,6,3199.92,4,4,4,444
13117.0,0,12,1658.9,4,4,3,443
13118.0,11,4,1217.6,4,3,3,433
13119.0,303,1,134.9,1,1,1,111
13123.0,107,2,506.75,2,2,2,222
13124.0,20,1,885.33,3,1,3,313
13125.0,158,1,148.62,1,1,1,111
13126.0,1,7,1898.61,4,4,4,444
13128.0,266,1,263.5,1,1,1,111
13129.0,87,2,233.25,2,2,1,221
13131.0,53,4,2240.4700000000003,2,3,4,234
13133.0,94,1,90.65,2,1,1,211
13134.0,37,2,681.65,3,2,2,322
13135.0,126,1,275.45,2,1,1,211
13136.0,10,8,3666.9500000000003,4,4,4,444
13137.0,21,8,3983.65,3,4,4,344
13138.0,7,2,504.85,4,2,2,422
13139.0,72,1,3138.04,2,1,4,214
13140.0,1,3,790.71,4,3,3,433
13141.0,20,12,5267.33,3,4,4,344
13143.0,219,1,405.1,1,1,2,112
13144.0,66,1,24.4,2,1,1,211
13145.0,7,4,805.0,4,3,3,433
13148.0,24,14,4814.56,3,4,4,344
13150.0,119,3,449.96999999999997,2,3,2,232
13151.0,260,2,1207.3400000000001,1,2,3,123
13152.0,52,7,2146.38,3,4,4,344
13154.0,34,3,1624.84,3,3,3,333
13155.0,3,3,778.4200000000001,4,3,3,433
13156.0,20,3,1586.54,3,3,3,333
13157.0,44,5,3946.14,3,3,4,334
13158.0,23,1,307.12,3,1,1,311
13161.0,135,1,359.38,2,1,2,212
13162.0,15,12,7587.2,4,4,4,444
13163.0,245,1,17.65,1,1,1,111
13164.0,204,2,372.2,1,2,2,122
13165.0,48,1,429.68,3,1,2,312
13166.0,49,1,458.73,3,1,2,312
13167.0,25,1,333.82,3,1,2,312
13168.0,177,1,541.14,1,1,2,112
13169.0,197,1,127.2,1,1,1,111
13172.0,35,1,69.6,3,1,1,311
13173.0,2,10,2212.11,4,4,4,444
13174.0,4,10,6621.6,4,4,4,444
13175.0,217,2,831.45,1,2,3,123
13177.0,65,1,229.75,2,1,1,211
13178.0,32,10,8333.72,3,4,4,344
13179.0,253,1,572.3100000000001,1,1,2,112
13180.0,242,1,86.10000000000001,1,1,1,111
13181.0,16,1,359.69,4,1,2,412
13183.0,29,6,3078.4,3,4,4,344
13187.0,259,3,105.34,1,3,1,131
13190.0,179,3,570.66,1,3,2,132
13191.0,293,1,164.69,1,1,1,111
13192.0,170,4,1646.64,1,3,3,133
13194.0,56,1,412.08,2,1,2,212
13195.0,49,1,136.73,3,1,1,311
13196.0,78,3,1271.06,2,3,3,233
13197.0,244,1,373.01000000000005,1,1,2,112
13198.0,22,2,1572.99,3,2,3,323
13199.0,1,30,6615.77,4,4,4,444
13201.0,137,4,1233.06,1,3,3,133
13202.0,29,7,1580.3,3,4,3,343
13203.0,21,6,1778.79,3,4,4,344
13204.0,366,1,966.6600000000001,1,1,3,113
13205.0,78,1,2803.2,2,1,4,214
13206.0,35,13,8308.19,3,4,4,344
13207.0,86,2,285.6,2,2,1,221
13208.0,84,3,758.65,2,3,3,233
13209.0,149,5,2617.9,1,3,4,134
13211.0,16,7,1523.35,4,4,3,443
13213.0,18,6,2330.94,3,4,4,344
13214.0,52,7,3264.23,3,4,4,344
13215.0,37,1,81.6,3,1,1,311
13217.0,290,1,132.5,1,1,1,111
13219.0,253,1,76.23,1,1,1,111
13220.0,210,1,516.8,1,1,2,112
13222.0,212,1,88.5,1,1,1,111
13223.0,58,4,805.92,2,3,3,233
13225.0,56,9,9796.23,2,4,4,244
13226.0,28,1,204.25,3,1,1,311
13230.0,0,17,3457.83,4,4,4,444
13233.0,55,2,571.34,2,2,2,222
13234.0,307,2,346.5,1,2,2,122
13237.0,22,1,643.0,3,1,2,312
13238.0,65,2,305.9,2,2,1,221
13239.0,72,4,1265.1299999999999,2,3,3,233
13240.0,0,5,1036.21,4,3,3,433
13241.0,46,1,112.53,3,1,1,311
13242.0,86,4,429.0,2,3,2,232
13243.0,84,4,635.26,2,3,2,232
13245.0,67,1,558.72,2,1,2,212
13246.0,28,5,1390.23,3,3,3,333
13249.0,36,6,897.52,3,4,3,343
13250.0,95,2,253.09,2,2,1,221
13251.0,37,1,252.68,3,1,1,311
13252.0,29,2,399.3,3,2,2,322
13253.0,65,2,1920.71,2,2,4,224
13254.0,11,1,51.41,4,1,1,411
13255.0,8,2,504.95,4,2,2,422
13257.0,71,1,149.75,2,1,1,211
13258.0,14,2,336.59999999999997,4,2,2,422
13259.0,32,8,1119.36,3,4,3,343
13262.0,24,2,373.16,3,2,2,322
13263.0,28,4,1239.27,3,3,3,333
13264.0,77,1,722.5600000000001,2,1,3,213
13266.0,48,7,2300.78,3,4,4,344
13267.0,1,18,5236.77,4,4,4,444
13269.0,4,14,3545.47,4,4,4,444
13270.0,1,1,590.0,4,1,2,412
